Date,Location,Province,Address,Health Authority,Drug Checking Site,Sold As/Expected Drug,Category,Colour,Texture,Code,Fentanyl,Benzodiazepine,FTIR Spectrometer,Source
2024-06-26,Prince George,BC,"Prince George, BC, Canada",Northern Health,POUNDS,Cocaine,Stimulant,White,Powder,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-26,Prince George,BC,"Prince George, BC, Canada",Northern Health,POUNDS,Cocaine,Stimulant,White,Powder,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-26,Prince George,BC,"Prince George, BC, Canada",Northern Health,POUNDS,Cocaine,Stimulant,White,Powder,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-26,Surrey,BC,"Surrey, BC, Canada",Fraser Health,SafePoint,Down (Unknown Opioid),Opioid,Beige,Pebble,N/A,Positive,Positive,"Caffeine, Erythritol, Fentanyl",bccsu-drugsense.onrender.com
2024-06-26,Surrey,BC,"Surrey, BC, Canada",Fraser Health,SafePoint,Down (Unknown Opioid),Opioid,Beige,Pebble,N/A,Positive,Negative,"Erythritol, Caffeine, Fentanyl",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Bromazolam,Depressant,White,Powder,N/A,Negative,Positive,Bromazolam,bccsu-drugsense.onrender.com
2024-06-26,Surrey,BC,"Surrey, BC, Canada",Fraser Health,SafePoint,Down (Unknown Opioid),Opioid,Beige,Pebble,N/A,Positive,Positive,"Erythritol, Caffeine, Para-fluorofentanyl",bccsu-drugsense.onrender.com
2024-06-26,Surrey,BC,"Surrey, BC, Canada",Fraser Health,SafePoint,Down (Unknown Opioid),Opioid,Blue,Pebble,N/A,Positive,Positive,"Bromazolam, Erythritol, Caffeine, Para-fluorofentanyl",bccsu-drugsense.onrender.com
2024-06-26,Surrey,BC,"Surrey, BC, Canada",Fraser Health,SafePoint,Down (Unknown Opioid),Opioid,Brown,Chunk,N/A,Positive,Positive,"Fentanyl, Erythritol",bccsu-drugsense.onrender.com
2024-06-26,Surrey,BC,"Surrey, BC, Canada",Fraser Health,SafePoint,Down (Unknown Opioid),Opioid,Dark Green,Chunk,N/A,Positive,Positive,"Erythritol, Para-fluorofentanyl",bccsu-drugsense.onrender.com
2024-06-26,Surrey,BC,"Surrey, BC, Canada",Fraser Health,SafePoint,Down (Unknown Opioid),Opioid,Dark Green,Chunk,N/A,Positive,Positive,"Fentanyl, Caffeine, Erythritol",bccsu-drugsense.onrender.com
2024-06-26,Surrey,BC,"Surrey, BC, Canada",Fraser Health,SafePoint,Down (Unknown Opioid),Opioid,Green,Pebble,N/A,Positive,Positive,"Para-fluorofentanyl, Caffeine, Erythritol",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,2-MMC,Stimulant,White,Chunk,N/A,Negative,Unspecified,2-mmc,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,3-MMC,Stimulant,White,Crystal,N/A,Negative,Unspecified,2-mmc,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Alprazolam,Depressant,Light Blue,Pressed tablet,N/A,Negative,Positive,"Lactose, Uncertain oil, Uncertain match",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Alprazolam,Depressant,White,Chunk,N/A,Negative,Positive,"Microcrystalline cellulose, Calcium stearate, Uncertain match",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Alprazolam,Depressant,White,Tablet (pharmaceutical),N/A,Negative,Positive,"Microcrystalline cellulose, Calcium stearate, Uncertain match",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Amphetamine,Stimulant,White,Granules,N/A,Negative,Unspecified,"Mannitol, Sucrose, Amphetamine",bccsu-drugsense.onrender.com
2024-06-26,Prince George,BC,"Prince George, BC, Canada",Northern Health,POUNDS,Cocaine,Stimulant,White,Chunk,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Cocaine,Stimulant,White,Flake,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Cocaine,Stimulant,White,Granules,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-26,Prince George,BC,"Prince George, BC, Canada",Northern Health,POUNDS,Cocaine,Stimulant,White,Powder,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-26,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Living Positive Resource Centre,Methamphetamine,Stimulant,White,Crystal,N/A,Negative,Negative,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-26,Powell River,BC,"Powell River, BC, Canada",Vancouver Coastal,Tla'amin Nation,Methamphetamine,Stimulant,Colourless,Crystal,N/A,Positive,Negative,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-26,Nanaimo,BC,"Nanaimo, BC, Canada",Island Health,CMHA (Albert St.),Oxycodone,Opioid,White,Pressed tablet,N/A,Negative,Negative,"Magnesium sulfate, Dicalcium phosphate",bccsu-drugsense.onrender.com
2024-06-26,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Lookout Society Red Lion,Down (Unknown Opioid),Opioid,Purple,Granules,N/A,Positive,Negative,"Ortho-methylfentanyl, Erythritol, Caffeine, Uncertain match",bccsu-drugsense.onrender.com
2024-06-26,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Lookout Society Red Lion,Down (Unknown Opioid),Opioid,Purple,Granules,N/A,Positive,Negative,"Ortho-methylfentanyl, Uncertain match, Erythritol",bccsu-drugsense.onrender.com
2024-06-26,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Lookout Society Red Lion,Down (Unknown Opioid),Opioid,Purple,Powder,N/A,Positive,Negative,"Uncertain match, Fentanyl, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-26,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Lookout Society Red Lion,Erythritol,Other,Purple,Granules,N/A,Positive,Negative,"Ortho-methylfentanyl, Uncertain match, Erythritol",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Cocaine,Stimulant,White,Powder,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-26,Castlegar,BC,"Castlegar, BC, Canada",Interior Health,ANKORS Mobile (Castlegar),Down (Unknown Opioid),Opioid,Dark Purple,Chunk,N/A,Positive,Positive,"Desalkylgidazepam, Ortho-fluorofentanyl, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-26,Castlegar,BC,"Castlegar, BC, Canada",Interior Health,ANKORS Mobile (Castlegar),Ketamine,Psychedelic,Colourless,Chunk,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-26,Castlegar,BC,"Castlegar, BC, Canada",Interior Health,ANKORS Mobile (Castlegar),MDA,Psychedelic,Beige,Granules,N/A,Negative,Unspecified,Mda,bccsu-drugsense.onrender.com
2024-06-26,Castlegar,BC,"Castlegar, BC, Canada",Interior Health,ANKORS Mobile (Castlegar),Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-26,Cranbrook,BC,"Cranbrook, BC, Canada",Interior Health,ANKORS (Cranbrook),Down (Unknown Opioid),Opioid,Light Brown,Chunk,N/A,Positive,Positive,"Uncertain match, Caffeine, Para-fluorofentanyl, Erythritol",bccsu-drugsense.onrender.com
2024-06-26,Kamloops,BC,"Kamloops, BC, Canada",Interior Health,IH Lansdowne SCS,Down (Unknown Opioid),Opioid,Light Red,Chunk,N/A,Positive,Positive,"Caffeine, Xylitol, Para-fluorofentanyl, Bromazolam",bccsu-drugsense.onrender.com
2024-06-26,Kamloops,BC,"Kamloops, BC, Canada",Interior Health,IH Lansdowne SCS,Fentanyl,Opioid,Pink,Chunk,N/A,Positive,Positive,"Fentanyl, Bromazolam, Mannitol, Lactose, Caffeine, Erythritol",bccsu-drugsense.onrender.com
2024-06-26,Kamloops,BC,"Kamloops, BC, Canada",Interior Health,IH Lansdowne SCS,MDMA,Psychedelic,White,Powder,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-26,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Living Positive Resource Centre,Ketamine,Psychedelic,White,Crystal,N/A,Negative,Negative,Ketamine,bccsu-drugsense.onrender.com
2024-06-26,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Living Positive Resource Centre,MDMA,Psychedelic,Orange,Pressed tablet,N/A,Negative,Unspecified,"Microcrystalline cellulose, Mdma, Mda",bccsu-drugsense.onrender.com
2024-06-26,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Living Positive Resource Centre,MDMA,Psychedelic,White,Crystal,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-26,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Living Positive Resource Centre,Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-26,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Living Positive Resource Centre,Methamphetamine,Stimulant,White,Crystal,N/A,Negative,Negative,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-26,Maple Ridge,BC,"Maple Ridge, BC, Canada",Fraser Health,Food for the Soul,Down (Unknown Opioid),Opioid,Pink,Granules,N/A,Positive,Positive,"Caffeine, Erythritol, Xylitol, Fentanyl, Bromazolam, Uncertain match",bccsu-drugsense.onrender.com
2024-06-26,Nanaimo,BC,"Nanaimo, BC, Canada",Island Health,CMHA (Albert St.),Down (Unknown Opioid),Opioid,Dark Purple,Chunk,N/A,Positive,Positive,"Caffeine, Fentanyl, Uncertain match, Xylazine",bccsu-drugsense.onrender.com
2024-06-26,Nanaimo,BC,"Nanaimo, BC, Canada",Island Health,CMHA (Albert St.),Down (Unknown Opioid),Opioid,Dark Purple,Chunk,N/A,Positive,Positive,"Caffeine, Uncertain match, Xylazine, Fentanyl",bccsu-drugsense.onrender.com
2024-06-26,Nanaimo,BC,"Nanaimo, BC, Canada",Island Health,CMHA (Albert St.),Down (Unknown Opioid),Opioid,Dark Purple,Chunk,N/A,Positive,Positive,"Caffeine, Xylazine, Uncertain match, Fentanyl",bccsu-drugsense.onrender.com
2024-06-26,Nanaimo,BC,"Nanaimo, BC, Canada",Island Health,CMHA (Albert St.),Down (Unknown Opioid),Opioid,Dark Purple,Chunk,N/A,Positive,Positive,"Fentanyl, Caffeine, Uncertain match, Xylazine",bccsu-drugsense.onrender.com
2024-06-26,Nanaimo,BC,"Nanaimo, BC, Canada",Island Health,CMHA (Albert St.),Down (Unknown Opioid),Opioid,Dark Purple,Chunk,N/A,Positive,Positive,"Fentanyl, Caffeine, Xylazine",bccsu-drugsense.onrender.com
2024-06-26,Nanaimo,BC,"Nanaimo, BC, Canada",Island Health,CMHA (Albert St.),Down (Unknown Opioid),Opioid,Dark Purple,Chunk,N/A,Positive,Positive,"Uncertain match, Xylazine, Caffeine, Fentanyl",bccsu-drugsense.onrender.com
2024-06-26,Nanaimo,BC,"Nanaimo, BC, Canada",Island Health,CMHA (Albert St.),Down (Unknown Opioid),Opioid,Light Brown,Chunk,N/A,Positive,Negative,"Caffeine, Xylitol, Fentanyl",bccsu-drugsense.onrender.com
2024-06-26,Nanaimo,BC,"Nanaimo, BC, Canada",Island Health,CMHA (Albert St.),Down (Unknown Opioid),Opioid,Light Brown,Chunk,N/A,Positive,Negative,"Caffeine, Xylitol, Fentanyl",bccsu-drugsense.onrender.com
2024-06-26,Nanaimo,BC,"Nanaimo, BC, Canada",Island Health,CMHA (Albert St.),Down (Unknown Opioid),Opioid,Light Grey,Chunk,N/A,Positive,Positive,"Caffeine, Erythritol, Fentanyl, Para-fluorofentanyl",bccsu-drugsense.onrender.com
2024-06-26,Nanaimo,BC,"Nanaimo, BC, Canada",Island Health,CMHA (Albert St.),Down (Unknown Opioid),Opioid,White,Chunk,N/A,Positive,Positive,"Fentanyl, Caffeine",bccsu-drugsense.onrender.com
2024-06-26,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Lookout Society Red Lion,Methamphetamine,Stimulant,Colourless,Crystal,N/A,Positive,Negative,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Cocaine,Stimulant,White,Granules,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Cocaine,Stimulant,White,Powder,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Mescaline,Psychedelic,White,Powder,N/A,Negative,Unspecified,"Mescaline, Uncertain match",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Methamphetamine,Stimulant,White,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Methamphetamine,Stimulant,White,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Oxycodone,Opioid,White,Chunk,N/A,Negative,Negative,"Uncertain oil, Uncertain match, Dicalcium phosphate",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Tadalafil,Other,Blue,Chunk,N/A,Negative,Unspecified,"Sildenafil, Microcrystalline cellulose, Uncertain oil",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Tadalafil,Other,Blue,Chunk,N/A,Negative,Unspecified,"Tadalafil, Microcrystalline cellulose, Uncertain oil",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Light Brown,Granules,N/A,Positive,Negative,Para-fluorofentanyl,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Pink,Granules,N/A,Negative,Negative,"Uncertain oil, Polypropylene",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,White,Powder,N/A,Negative,Negative,Neg,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Cocaine,Stimulant,White,Powder,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Cocaine,Stimulant,White,Powder,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Cocaine,Stimulant,White,Powder,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Crack Cocaine,Stimulant,White,Chunk,N/A,Negative,Unspecified,Cocaine base,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Crack Cocaine,Stimulant,White,Chunk,N/A,Negative,Unspecified,Cocaine base,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Crack Cocaine,Stimulant,White,Chunk,N/A,Negative,Unspecified,Cocaine base,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Beige,Chunk,N/A,Positive,Negative,"Caffeine, Erythritol, Ortho-methylfentanyl",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Beige,Granules,N/A,Positive,Negative,"Fentanyl, 4-anilinopiperidine, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Beige,Granules,N/A,Positive,Negative,"Fentanyl, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Blue,Chunk,N/A,Positive,Negative,"Caffeine, Erythritol, Fentanyl",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Green,Chunk,N/A,Positive,Negative,"N-propionyl para-fluoro norfentanyl, Para-fluorofentanyl, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Green,Granules,N/A,Positive,Negative,"Erythritol, Fentanyl, Caffeine",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Light Green,Chunk,N/A,Positive,Negative,"Erythritol, Caffeine, Fentanyl, Etizolam",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Light Green,Pebble,N/A,Positive,Negative,"Erythritol, Etizolam, Fentanyl, Caffeine",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Light Pink,Pebble,N/A,Positive,Positive,"Caffeine, Erythritol, Fentanyl, Bromazolam",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Pink,Chunk,N/A,Negative,Negative,"Uncertain match, Xylitol, Uncertain carbohydrate",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Pink,Pebble,N/A,Negative,Negative,"Uncertain carbohydrate, Xylitol, Uncertain match",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Red,Chunk,N/A,Positive,Negative,"Erythritol, Fentanyl, Caffeine",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Fentanyl,Opioid,Yellow,Granules,N/A,Negative,Negative,Despropionyl para-fluorofentanyl,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Cocaine,Stimulant,White,Powder,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Fentanyl,Opioid,Yellow,Granules,N/A,Positive,Negative,Fentanyl,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,White,Powder,N/A,Negative,Unspecified,Pmk ethyl glycidate,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Fentanyl,Opioid,Light Brown,Chunk,N/A,Positive,Negative,Para-fluorofentanyl base,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,White,Granules,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Crack Cocaine,Stimulant,White,Chunk,N/A,Negative,Unspecified,Cocaine base,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,DMT,Psychedelic,Yellow,Powder,N/A,Negative,Unspecified,Dmt,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Light Brown,Chunk,N/A,Positive,Negative,"Para-fluorofentanyl, Uncertain match, Caffeine, Erythritol",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Light Brown,Granules,N/A,Positive,Negative,"Caffeine, Fentanyl, Erythritol",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Orange,Pebble,N/A,Positive,Positive,"Uncertain match, Caffeine, Erythritol, Fentanyl",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Pink,Granules,N/A,Positive,Negative,"Erythritol, Caffeine, Ortho-methylfentanyl",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Purple,Granules,N/A,Positive,Negative,"Para-fluorofentanyl base, Caffeine, Erythritol",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Fentanyl,Opioid,Brown,Granules,N/A,Positive,Negative,"Para-fluorofentanyl, Uncertain match",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Fentanyl,Opioid,Brown,Powder,N/A,Positive,Negative,"Uncertain match, Fentanyl",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Fentanyl,Opioid,Dark Yellow,Granules,N/A,Positive,Negative,"Uncertain match, Uncertain carbohydrate, Xylazine, Ortho-methylfentanyl",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Fentanyl,Opioid,Light Brown,Chunk,N/A,Positive,Negative,Neg,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Fentanyl,Opioid,Light Brown,Chunk,N/A,Positive,Negative,Para-fluorofentanyl base,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Cocaine,Stimulant,White,Powder,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Fentanyl,Opioid,Light Brown,Chunk,N/A,Positive,Negative,Para-fluorofentanyl base,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,Colourless,Crystal,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Purple,Crystal,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Light Purple,Crystal,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Light Pink,Powder,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDA,Psychedelic,White,Granules,N/A,Negative,Unspecified,Mda,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,White,Crystal,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,White,Powder,N/A,Negative,Unspecified,Pmk ethyl glycidate,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Hydromorphone,Opioid,White,Tablet (pharmaceutical),N/A,Negative,Negative,"Uncertain oil, Uncertain carbohydrate, Hydromorphone",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Hydromorphone,Opioid,White,Pressed tablet,N/A,Positive,Positive,"Microcrystalline cellulose, N-propionyl-para-fluorofentanyl base, Uncertain match, Caffeine",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Hydromorphone,Opioid,White,Pressed tablet,N/A,Negative,Negative,"Uncertain match, Uncertain oil, Hydromorphone, Microcrystalline cellulose",bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Heroin,Opioid,Brown,Chunk,N/A,Negative,Negative,Neg,bccsu-drugsense.onrender.com
2024-06-26,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Fentanyl,Opioid,Yellow,Crystal,N/A,Positive,Negative,"Uncertain match, Fentanyl",bccsu-drugsense.onrender.com
